PYTHONPATH=/home/ylu130/workspace/in-context-generalization
torchrun --nproc_per_node 4 --nnodes 1 --node_rank 0 --master_addr localhost --master_port 29501 /home/ylu130/workspace/in-context-generalization/inference.py --model-name llama2-7b --model-type llama --model-path /scratch/ylu130/model/llama-2-7b --n-gpu 4 --is-opensource --data-name commonsenseqa --num-eval 1000 --num-workers 0 --num-in-domain 0 --out-domain-data-name gsm8k --save /home/ylu130/workspace/in-context-generalization/results --do-sample --top-k 50 --top-p 1 --temperature 1 --deepspeed --deepspeed_config /home/ylu130/workspace/in-context-generalization/configs/deepspeed/ds_config.json --batch-size 4 --seed 42 --data-dir /scratch/ylu130/processed_data/commonsenseqa/out-domain/o5-tgsm8k-s42-rTrue --rationales --num-out-domain 5
WARNING:torch.distributed.run:
*****************************************
Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
[nltk_data] Downloading package punkt to /home/ylu130/nltk_data...
[nltk_data] Downloading package punkt to /home/ylu130/nltk_data...
[nltk_data]   Package punkt is already up-to-date!
[nltk_data]   Package punkt is already up-to-date!
[nltk_data] Downloading package punkt to /home/ylu130/nltk_data...
[nltk_data]   Package punkt is already up-to-date!
[nltk_data] Downloading package punkt to /home/ylu130/nltk_data...
[nltk_data]   Package punkt is already up-to-date!
using world size: 4
[2023-08-08 19:45:15,681] [INFO] [comm.py:657:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
arguments:
  model_name ................... llama2-7b
Load End
Num instances: 1000
Loading checkpoint shards:   0%|                                                                | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:   0%|                                                                | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:   0%|                                                                | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:   0%|                                                                | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:  33%|██████████████████▋                                     | 1/3 [00:06<00:13,  6.85s/it]Loading checkpoint shards:  33%|██████████████████▋                                     | 1/3 [00:06<00:13,  6.60s/it]Loading checkpoint shards:  33%|██████████████████▋                                     | 1/3 [00:07<00:15,  7.81s/it]Loading checkpoint shards:  33%|██████████████████▋                                     | 1/3 [00:07<00:15,  7.95s/it]Loading checkpoint shards:  67%|█████████████████████████████████████▎                  | 2/3 [00:15<00:07,  7.69s/it]Loading checkpoint shards:  67%|█████████████████████████████████████▎                  | 2/3 [00:13<00:06,  6.89s/it]Loading checkpoint shards:  67%|█████████████████████████████████████▎                  | 2/3 [00:16<00:08,  8.14s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:21<00:00,  7.20s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:21<00:00,  7.24s/it]
Loading checkpoint shards:  67%|█████████████████████████████████████▎                  | 2/3 [00:16<00:08,  8.12s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:19<00:00,  6.30s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:19<00:00,  6.43s/it]
Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:21<00:00,  6.91s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:21<00:00,  7.21s/it]
[2023-08-08 19:47:25,304] [INFO] [logging.py:68:log_dist] [Rank 0] DeepSpeed info: version=0.8.0, git-hash=unknown, git-branch=unknown
Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:22<00:00,  7.09s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████| 3/3 [00:22<00:00,  7.35s/it]
[2023-08-08 19:47:36,078] [INFO] [logging.py:68:log_dist] [Rank 0] DeepSpeed Flops Profiler Enabled: False
[2023-08-08 19:47:36,079] [INFO] [config.py:1008:print] DeepSpeedEngine configuration:
[2023-08-08 19:47:36,079] [INFO] [config.py:1012:print]   activation_checkpointing_config  {
    "partition_activations": false, 
    "contiguous_memory_optimization": false, 
    "cpu_checkpointing": false, 
    "number_checkpoints": null, 
    "synchronize_checkpoint_boundary": false, 
    "profile": false
}
[2023-08-08 19:47:36,079] [INFO] [config.py:1012:print]   aio_config ................... {'block_size': 1048576, 'queue_depth': 8, 'thread_count': 1, 'single_submit': False, 'overlap_events': True}
[2023-08-08 19:47:36,079] [INFO] [config.py:1012:print]   amp_enabled .................. False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   amp_params ................... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   autotuning_config ............ {
    "enabled": false, 
    "start_step": null, 
    "end_step": null, 
    "metric_path": null, 
    "arg_mappings": null, 
    "metric": "throughput", 
    "model_info": null, 
    "results_dir": "autotuning_results", 
    "exps_dir": "autotuning_exps", 
    "overwrite": true, 
    "fast": true, 
    "start_profile_step": 3, 
    "end_profile_step": 5, 
    "tuner_type": "gridsearch", 
    "tuner_early_stopping": 5, 
    "tuner_num_trials": 50, 
    "model_info_path": null, 
    "mp_size": 1, 
    "max_train_batch_size": null, 
    "min_train_batch_size": 1, 
    "max_train_micro_batch_size_per_gpu": 1.024000e+03, 
    "min_train_micro_batch_size_per_gpu": 1, 
    "num_tuning_micro_batch_sizes": 3
}
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   bfloat16_enabled ............. False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   checkpoint_parallel_write_pipeline  False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   checkpoint_tag_validation_enabled  True
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   checkpoint_tag_validation_fail  False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   comms_config ................. <deepspeed.comm.config.DeepSpeedCommsConfig object at 0x7fec2f6ace80>
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   communication_data_type ...... None
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   compression_config ........... {'weight_quantization': {'shared_parameters': {'enabled': False, 'quantizer_kernel': False, 'schedule_offset': 0, 'quantize_groups': 1, 'quantize_verbose': False, 'quantization_type': 'symmetric', 'quantize_weight_in_forward': False, 'rounding': 'nearest', 'fp16_mixed_quantize': False, 'quantize_change_ratio': 0.001}, 'different_groups': {}}, 'activation_quantization': {'shared_parameters': {'enabled': False, 'quantization_type': 'symmetric', 'range_calibration': 'dynamic', 'schedule_offset': 1000}, 'different_groups': {}}, 'sparse_pruning': {'shared_parameters': {'enabled': False, 'method': 'l1', 'schedule_offset': 1000}, 'different_groups': {}}, 'row_pruning': {'shared_parameters': {'enabled': False, 'method': 'l1', 'schedule_offset': 1000}, 'different_groups': {}}, 'head_pruning': {'shared_parameters': {'enabled': False, 'method': 'topk', 'schedule_offset': 1000}, 'different_groups': {}}, 'channel_pruning': {'shared_parameters': {'enabled': False, 'method': 'l1', 'schedule_offset': 1000}, 'different_groups': {}}, 'layer_reduction': {'enabled': False}}
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   curriculum_enabled_legacy .... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   curriculum_params_legacy ..... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   data_efficiency_config ....... {'enabled': False, 'seed': 1234, 'data_sampling': {'enabled': False, 'num_epochs': 1000, 'num_workers': 0, 'curriculum_learning': {'enabled': False}}, 'data_routing': {'enabled': False, 'random_ltd': {'enabled': False, 'layer_token_lr_schedule': {'enabled': False}}}}
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   data_efficiency_enabled ...... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   dataloader_drop_last ......... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   disable_allgather ............ False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   dump_state ................... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   dynamic_loss_scale_args ...... {'init_scale': 2048, 'scale_window': 2000, 'delayed_shift': 4, 'min_scale': 1}
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   eigenvalue_enabled ........... False
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   eigenvalue_gas_boundary_resolution  1
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   eigenvalue_layer_name ........ bert.encoder.layer
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   eigenvalue_layer_num ......... 0
[2023-08-08 19:47:36,080] [INFO] [config.py:1012:print]   eigenvalue_max_iter .......... 100
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   eigenvalue_stability ......... 1e-06
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   eigenvalue_tol ............... 0.01
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   eigenvalue_verbose ........... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   elasticity_enabled ........... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   flops_profiler_config ........ {
    "enabled": false, 
    "profile_step": 1, 
    "module_depth": -1, 
    "top_modules": 1, 
    "detailed": true, 
    "output_file": null
}
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   fp16_auto_cast ............... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   fp16_enabled ................. True
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   fp16_master_weights_and_gradients  False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   global_rank .................. 0
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   grad_accum_dtype ............. None
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   gradient_accumulation_steps .. 1
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   gradient_clipping ............ 1.0
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   gradient_predivide_factor .... 1.0
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   initial_dynamic_scale ........ 2048
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   load_universal_checkpoint .... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   loss_scale ................... 0
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   memory_breakdown ............. False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   monitor_config ............... <deepspeed.monitor.config.DeepSpeedMonitorConfig object at 0x7fec2f70bf10>
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   nebula_config ................ {
    "enabled": false, 
    "persistent_storage_path": null, 
    "persistent_time_interval": 100, 
    "num_of_version_in_retention": 2, 
    "enable_nebula_load": true, 
    "load_path": null
}
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   optimizer_legacy_fusion ...... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   optimizer_name ............... None
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   optimizer_params ............. None
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   pipeline ..................... {'stages': 'auto', 'partition': 'best', 'seed_layers': False, 'activation_checkpoint_interval': 0}
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   pld_enabled .................. False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   pld_params ................... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   prescale_gradients ........... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   scheduler_name ............... None
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   scheduler_params ............. None
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   sparse_attention ............. None
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   sparse_gradients_enabled ..... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   steps_per_print .............. 1
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   train_batch_size ............. 16
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   train_micro_batch_size_per_gpu  4
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   use_node_local_storage ....... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   wall_clock_breakdown ......... False
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   world_size ................... 4
[2023-08-08 19:47:36,081] [INFO] [config.py:1012:print]   zero_allow_untested_optimizer  True
[2023-08-08 19:47:36,082] [INFO] [config.py:1012:print]   zero_config .................. stage=0 contiguous_gradients=True reduce_scatter=True reduce_bucket_size=500,000,000 allgather_partitions=True allgather_bucket_size=500,000,000 overlap_comm=False load_from_fp32_weights=True elastic_checkpoint=False offload_param=None offload_optimizer=None sub_group_size=1,000,000,000 cpu_offload_param=None cpu_offload_use_pin_memory=None cpu_offload=None prefetch_bucket_size=50,000,000 param_persistence_threshold=100,000 model_persistence_threshold=sys.maxsize max_live_parameters=1,000,000,000 max_reuse_distance=1,000,000,000 gather_16bit_weights_on_model_save=False stage3_gather_fp16_weights_on_model_save=False ignore_unused_parameters=True legacy_stage1=False round_robin_gradients=False
[2023-08-08 19:47:36,082] [INFO] [config.py:1012:print]   zero_enabled ................. False
[2023-08-08 19:47:36,082] [INFO] [config.py:1012:print]   zero_optimization_stage ...... 0
[2023-08-08 19:47:36,082] [INFO] [config.py:997:print_user_config]   json = {
    "train_micro_batch_size_per_gpu": 4, 
    "gradient_accumulation_steps": 1, 
    "zero_optimization": {
        "stage": 0
    }, 
    "zero_allow_untested_optimizer": true, 
    "fp16": {
        "enabled": true, 
        "loss_scale": 0, 
        "initial_scale_power": 11, 
        "loss_scale_window": 2.000000e+03, 
        "hysteresis": 4
    }, 
    "wall_clock_breakdown": false, 
    "gradient_clipping": 1.0, 
    "steps_per_print": 1
}
Using /home/ylu130/.cache/torch_extensions/py39_cu113 as PyTorch extensions root...
Using /home/ylu130/.cache/torch_extensions/py39_cu113 as PyTorch extensions root...
Using /home/ylu130/.cache/torch_extensions/py39_cu113 as PyTorch extensions root...
Using /home/ylu130/.cache/torch_extensions/py39_cu113 as PyTorch extensions root...
Emitting ninja build file /home/ylu130/.cache/torch_extensions/py39_cu113/utils/build.ninja...
Building extension module utils...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module utils...
Time to load utils op: 0.9116189479827881 seconds
Loading extension module utils...
Time to load utils op: 0.8044815063476562 seconds
Model mem
 |===========================================================================|
|                  PyTorch CUDA memory summary, device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      |   12916 MB |   12916 MB |   12916 MB |       0 B  |
|       from large pool |   12852 MB |   12852 MB |   12852 MB |       0 B  |
|       from small pool |      64 MB |      64 MB |      64 MB |       0 B  |
|---------------------------------------------------------------------------|
| Active memory         |   12916 MB |   12916 MB |   12916 MB |       0 B  |
|       from large pool |   12852 MB |   12852 MB |   12852 MB |       0 B  |
|       from small pool |      64 MB |      64 MB |      64 MB |       0 B  |
|---------------------------------------------------------------------------|
| GPU reserved memory   |   12918 MB |   12918 MB |   12918 MB |       0 B  |
|       from large pool |   12852 MB |   12852 MB |   12852 MB |       0 B  |
|       from small pool |      66 MB |      66 MB |      66 MB |       0 B  |
|---------------------------------------------------------------------------|
| Non-releasable memory |    1512 KB |    2047 KB |   34815 KB |   33303 KB |
|       from large pool |       0 KB |       0 KB |       0 KB |       0 KB |
|       from small pool |    1512 KB |    2047 KB |   34815 KB |   33303 KB |
|---------------------------------------------------------------------------|
| Allocations           |     387    |     387    |     387    |       0    |
|       from large pool |     226    |     226    |     226    |       0    |
|       from small pool |     161    |     161    |     161    |       0    |
|---------------------------------------------------------------------------|
| Active allocs         |     387    |     387    |     387    |       0    |
|       from large pool |     226    |     226    |     226    |       0    |
|       from small pool |     161    |     161    |     161    |       0    |
|---------------------------------------------------------------------------|
| GPU reserved segments |     259    |     259    |     259    |       0    |
|       from large pool |     226    |     226    |     226    |       0    |
|       from small pool |      33    |      33    |      33    |       0    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |       2    |       2    |      33    |      31    |
|       from large pool |       0    |       0    |       0    |       0    |
|       from small pool |       2    |       2    |      33    |      31    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|

Evaluating commonsenseqa :   0%|                                                               | 0/63 [00:00<?, ?it/s]Loading extension module utils...
############### Example ###############
Time to load utils op: 0.9037275314331055 seconds
Below is an instruction that describes a task. Write a response that appropriately completes the request.

### Instruction:Answer the following multiple choice question.

### Demonstration:
Input: For every 12 cans you recycle, you receive $0.50, and for every 5 kilograms of newspapers, you receive $1.50. If your family collected 144 cans and 20 kilograms of newspapers, how much money would you receive?
Rationales: To solve this problem, you first need to determine how many sets of each recyclable the family collected. 

First, you would need to calculate how many sets of cans have been collected:
There are 12 cans in a set, with 144 total cans. Therefore you can calculate the number of sets as 144 divided by 12, which equals 12.

Then, calculate the total payout for the cans:
Each set of cans earns $0.50. With 12 sets collected, you multiply 12 by $0.50 to get $6.00.

Second, you determine how many set of newspapers were collected:
One set is made up of 5 kilograms of newspapers, and there is a total of 20 kilograms. Therefore, the number of sets is 20 divided by 5, which equals 4.

Then, calculate the total payout for the newspapers:
Each set of newspapers earns $1.50. With 4 sets collected, you multiply 4 by $1.50 to get $6.00.

Finally, add together the amounts from the cans and newspapers:
$6.00 for cans and $6.00 for newspapers gives a total of $12.00. 

So, the family would receive $12.00 total for their recycling.
Answer: 12

Input: Betty picked 16 strawberries. Matthew picked 20 more strawberries than Betty and twice as many as Natalie. They used their strawberries to make jam. One jar of jam used 7 strawberries and they sold each jar at $4. How much money were they able to make from the strawberries they picked?
Rationales: Question: Betty picked 16 strawberries. Matthew picked 20 more strawberries than Betty and twice as many as Natalie. They used their strawberries to make jam. One jar of jam used 7 strawberries and they sold each jar at $4. How much money were they able to make from the strawberries they picked?

Reasoning:

Step 1: Determine how many strawberries Matthew picked. The problem tells us that Matthew picked 20 more strawberries than Betty, who picked 16. This can be calculated as: 
        Matthew = Betty + 20
                 = 16 + 20
                 = 36 strawberries.

Step 2: Determine how many strawberries Natalie picked. The problem tells us that Matthew picked twice as many strawberries as Natalie. This can be calculated as:
        Natalie = Matthew / 2
                 = 36 / 2
                 = 18 strawberries.

Step 3: Calculate the total strawberries picked by Betty, Matthew, and Natalie. This can be calculated as:
        Total strawberries = Betty + Matthew + Natalie
                           = 16 + 36 + 18
                           = 70 strawberries.

Step 4: Determine how many jars of jam they can make. The problem tells us that one jar of jam used 7 strawberries. This can be calculated as:
        Jars of jam = Total strawberries / Strawberries per jar
                    = 70 / 7
                    = 10 jars.

Step 5: Calculate how much money they made from selling the jars of jam. The problem tells us that they sold each jar for $4. This can be calculated as:
        Money made = Jars of jam * Price per jar
                   = 10 * 4
                   = $40.

Answer: $40.
Answer: 40

Input: Jack has a stack of books that is 12 inches thick. He knows from experience that 80 pages is one inch thick. If he has 6 books, how many pages is each one on average?
Rationales: Intermediate Reasoning Steps:
1. Jack's stack of books measures 12 inches in thickness.
2. From Jack's experience, we know that 1 inch correlates to 80 pages. 
3. To find out how many pages equal the total inches of the stack, we have to multiply the total inches (12) by pages per inch (80). This equation comes out to be 80 x 12 = 960 pages. 
4. Now we have that the total number of pages in the stack of books is 960. 
5. Jack has 6 books, and we need to determine how many pages each book contains on average. 
6. To find this, we divide the total number of pages (960) by the number of books (6).
7. This division, 960 / 6, is calculated as 160. 
8. Therefore, on average, each book in Jack's stack contains 160 pages.
Answer: 160

Input: James dumps his whole collection of 500 Legos on the floor and starts building a castle out of them.  He uses half the pieces before finishing and is told to put the rest away.  He puts all of the leftover pieces back in the box they came from, except for 5 missing pieces that he can't find.  How many Legos are in the box at the end?
Rationales: James starts with a total of 500 Legos.

Then, he uses half of them, which is 500 Legos divided by 2. This means he has used 250 Legos for his castle.

So, he has 250 Legos unused after building the castle.

However, there were 5 missing pieces that he couldn't find. 

Therefore, he was only able to return 250 Legos minus 5 missing Legos into the box.

Finally, there are 245 Legos in the box at the end.
Answer: 245

Input: Ines had $20 in her purse. She bought 3 pounds of peaches, which are $2 per pound at the local farmers’ market. How much did she have left?
Rationales: Ines initially has $20.
The cost of the peaches Ines bought can be calculated by multiplying the quantity (3 pounds) by the price per unit ($2 per pound). So, the cost is 3 * $2 = $6.
To find out how much she has left, subtract the cost of the peaches from her initial amount. That is $20 - $6 = $14. Answer: \boxed{14}.
Answer: 14

### Input:The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change? Choices:  A: ignore B: enforce C: authoritarian D: yell at E: avoid

### Response:
############### End ###############
Experiment Save Path: /home/ylu130/workspace/in-context-generalization/results/llama2-7b/commonsenseqa/out-domain/o5-tgsm8k-s42-rTrue
Loading extension module utils...
Time to load utils op: 0.9066815376281738 seconds
Evaluating commonsenseqa :   0%|                                                               | 0/63 [00:04<?, ?it/s]
Traceback (most recent call last):
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 125, in <module>
    main()
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 122, in main
    evaluate_main(args, tokenizer, model, dataset["test"], device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 137, in evaluate_main
    lm_loss, query_ids, response_ids, rest_ids = run_model(args, tokenizer, model, dataset, device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 115, in run_model
    gen_out = model.generate(
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/autograd/grad_mode.py", line 27, in decorate_context
    return func(*args, **kwargs)
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 1454, in generate
    return self.sample(
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 2568, in sample
    next_tokens = torch.multinomial(probs, num_samples=1).squeeze(1)
RuntimeError: probability tensor contains either `inf`, `nan` or element < 0
Traceback (most recent call last):
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 125, in <module>
    main()
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 122, in main
    evaluate_main(args, tokenizer, model, dataset["test"], device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 137, in evaluate_main
    lm_loss, query_ids, response_ids, rest_ids = run_model(args, tokenizer, model, dataset, device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 115, in run_model
    gen_out = model.generate(
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/autograd/grad_mode.py", line 27, in decorate_context
    return func(*args, **kwargs)
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 1454, in generate
    return self.sample(
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 2568, in sample
    next_tokens = torch.multinomial(probs, num_samples=1).squeeze(1)
RuntimeError: probability tensor contains either `inf`, `nan` or element < 0
Traceback (most recent call last):
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 125, in <module>
    main()
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 122, in main
    evaluate_main(args, tokenizer, model, dataset["test"], device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 137, in evaluate_main
    lm_loss, query_ids, response_ids, rest_ids = run_model(args, tokenizer, model, dataset, device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 115, in run_model
    gen_out = model.generate(
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/autograd/grad_mode.py", line 27, in decorate_context
    return func(*args, **kwargs)
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 1454, in generate
    return self.sample(
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 2568, in sample
    next_tokens = torch.multinomial(probs, num_samples=1).squeeze(1)
RuntimeError: probability tensor contains either `inf`, `nan` or element < 0
Traceback (most recent call last):
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 125, in <module>
    main()
  File "/home/ylu130/workspace/in-context-generalization/inference.py", line 122, in main
    evaluate_main(args, tokenizer, model, dataset["test"], device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 137, in evaluate_main
    lm_loss, query_ids, response_ids, rest_ids = run_model(args, tokenizer, model, dataset, device)
  File "/home/ylu130/workspace/in-context-generalization/inference_main.py", line 115, in run_model
    gen_out = model.generate(
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/autograd/grad_mode.py", line 27, in decorate_context
    return func(*args, **kwargs)
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 1454, in generate
    return self.sample(
  File "/home/ylu130/workspace/minillm/transformers/src/transformers/generation/utils.py", line 2568, in sample
    next_tokens = torch.multinomial(probs, num_samples=1).squeeze(1)
RuntimeError: probability tensor contains either `inf`, `nan` or element < 0
ERROR:torch.distributed.elastic.multiprocessing.api:failed (exitcode: 1) local_rank: 0 (pid: 689202) of binary: /home/ylu130/.conda/envs/distllm/bin/python
Traceback (most recent call last):
  File "/home/ylu130/.conda/envs/distllm/bin/torchrun", line 8, in <module>
    sys.exit(main())
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/distributed/elastic/multiprocessing/errors/__init__.py", line 345, in wrapper
    return f(*args, **kwargs)
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/distributed/run.py", line 761, in main
    run(args)
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/distributed/run.py", line 752, in run
    elastic_launch(
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/distributed/launcher/api.py", line 131, in __call__
    return launch_agent(self._config, self._entrypoint, list(args))
  File "/home/ylu130/.conda/envs/distllm/lib/python3.9/site-packages/torch/distributed/launcher/api.py", line 245, in launch_agent
    raise ChildFailedError(
torch.distributed.elastic.multiprocessing.errors.ChildFailedError: 
============================================================
/home/ylu130/workspace/in-context-generalization/inference.py FAILED
------------------------------------------------------------
Failures:
[1]:
  time      : 2023-08-08_19:47:48
  host      : ia1.wse.jhu.edu
  rank      : 1 (local_rank: 1)
  exitcode  : 1 (pid: 689203)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[2]:
  time      : 2023-08-08_19:47:48
  host      : ia1.wse.jhu.edu
  rank      : 2 (local_rank: 2)
  exitcode  : 1 (pid: 689204)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
[3]:
  time      : 2023-08-08_19:47:48
  host      : ia1.wse.jhu.edu
  rank      : 3 (local_rank: 3)
  exitcode  : 1 (pid: 689205)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
------------------------------------------------------------
Root Cause (first observed failure):
[0]:
  time      : 2023-08-08_19:47:48
  host      : ia1.wse.jhu.edu
  rank      : 0 (local_rank: 0)
  exitcode  : 1 (pid: 689202)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
============================================================
